FechaInicio,NúmeroEntrevista,DISTRITO,(P0B*R1AE) - Sexo (anotar),(P0D*R1AS) - ¿Me puede decir su edad?,"P0F*R1AS) - Actualmente, ¿está viviendo en...?",(P1*M1AS) - b - En su distrito,(P1*M1AS) - c - En su barrio,(P2*M10S) - b - En su distrito,(P2*M10S) - c - En su barrio,(P3*M10S) - a - En Madrid,(P3*M10S) - b - En su distrito,(P3*M10S) - c - En su barrio,(P4*M10S) - a - Cuidado y conservación de la ciudad,(P4*M10S) - b - Movilidad y transporte público,(P4*M10S) - c - Calidad medioambiental,(P4*M10S) - d - Facilidad para encontrar un trabajo,(P4*M10S) - e - Facilidad para emprender un negocio,(P4*M10S) - f - Imagen internacional de Madrid,(P4*M10S) - g - Coste de la vida,(P4*M10S) - h - Integración social,(P4*M10S) - i - Salud y servicios sanitarios,(P4*M10S) - j - Educación y centros educativos,(P4*M10S) - k - Facilidad para encontrar una vivienda en el marco de sus posibilidades,(P4*M10S) - l - Facilidad para hacer deporte,"(P4*M10S) - m - Oferta cultural, ocio y diversión",(P4*M10S) - n - Convivencia vecinal,(P4*M10S) - o - Seguridad,(P5B*R1AE) - Anotar 2ª problema,(P6*M10S) - a - Desigualdad de oportunidades entre hombres y mujeres,(P6*M10S) - b - Desigualdad de oportunidades entre la población extranjera y autóctona,(P7*M10S) - a - Las personas mayores,(P7*M10S) - b - La infancia,(P7*M10S) - c - Las personas con discapacidad,(P7*M10S) - d - Las personas lgtbiq+,(P7*M10S) - e - Los migrantes,(7*M10S) - f - La adolescencia,(P8*M10S) - a - La recogida de basuras y contenedores,"(P8*M10S) - b - La gestión y tratamiento de residuos (reciclaje, compostaje, etc.)",(P8*M10S) - c - El control de la contaminación atmosférica,(P8*M10S) - d - El control del ruido,(P8*M10S) - e - La limpieza de las calles,(P8*M10S) - f - El alumbrado público,"(P8*M10S) - g - Las infraestructuras de la ciudad para la circulación de vehículos (calles, túneles, etc.…)",(P8*M10S) - h - La pavimentación y conservación de las aceras,(P8*M10S) - i - El asfaltado y conservación de las calzadas,(P8*M10S) - j - La peatonalización de calles,"(P8*M10S) - k - La eliminación de barreras arquitectónicas (rebaje de bordillos, semáforos acústicos, etc.)",(P8*M10S) - l - La movilidad sostenible,(P8*M10S) - v - La mejora de la calidad del aire,(P8*M10S) - m - La conservación y rehabilitación de los edificios,(P8*M10S) - n - La protección de monumentos y del patrimonio histórico-artístico,(P8*M10S) - o - La información y promoción turística,"(P8*M10S) - p - La organización de fiestas y eventos populares (cabalgata, fiestas de san isidro, fiestas de los distritos...)","(P8*M10S) - q - El control de la salud pública (plagas, alimentos, aguas...)",(P8*M10S) - r - Las ayudas e incentivos a pymes y autónomos,(P8*M10S) - t - La promoción pública de viviendas,(P8*M10S) - w - La actuación frente a la ocupación ilegal,"(P8*M10S) - u - Los beneficios fiscales promovidos por el ayuntamiento (bajada de impuestos, bonificaciones...)",(P8*M10S) - x - El plan de fomento de la natalidad y la conciliación (el cheque bebé),(P9*M10S) - a - La atención a la ciudadanía,(P9*M10S) - c - El servicio de autobuses de la Emt,(P9*M10S) - d - Los taxis,(P9*M10S) - e - El ser (servicio de estacionamiento regulado),(P9*M10S) - f - Los agentes de movilidad,(P9*M10S) - g - La policía municipal,(P9*M10S) - h - Los bomberos,(P9*M10S) - i - Samur – protección civil,(P9*M10S) - j - La beca infantil para la escolarización 0-3 años,"(P9*M10S) - k - Los servicios sociales municipales (mayores, personas con discapacidad, inmigrantes, familias, …)",(P9*M10S) - l - Las vías ciclistas,(P9*M10S) - m - Los aparcamientos municipales,(P9*M10S) - n - Los puntos limpios de recogida y reciclaje de residuos,(P9*M10S) - o - Los espacios verdes (parques y jardines),(P9*M10S) - p - Los parques infantiles,(P9*M10S) - q - Los mercados municipales,(P9*M10S) - r - Las instalaciones deportivas municipales,(P9*M10S) - s - Los centros culturales municipales,(P9*M10S) - t - Las bibliotecas municipales,"(P9*M10S) - u - Los teatros municipales (Español, Matadero, Fernán Gómez…)",(P9*M10S) - v - El Samur social,(P9*M10S) - w - Bicimad,(P11*M10S) - b - Durante el día,(P11*M10S) - c - Durante la noche,(P13*M10S) - b - Durante el día,(P13*M10S) - c - Durante la noche,(P20*M2AS) - b - Segundo,Ponderacion
23-oct-25,1457293,17,2,5,4,8,8,8,8,10,8,8,6,9,6,7,4,9,4,7,8,8,0,10,10,7,7,10.0,9.0,5.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,5.0,5.0,8.0,9.0,7.0,8.0,5.0,5.0,9.0,5.0,7.0,8.0,9.0,6.0,8.0,7.0,5.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,996016"
23-oct-25,1457294,6,1,3,4,6,6,7,7,1,1,1,99,6,4,7,6,7,2,4,2,6,0,8,9,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,4.0,5.0,5.0,10.0,10.0,7.0,8.0,2.0,99.0,2.0,8.0,6.0,9.0,6.0,8.0,10.0,9.0,8.0,8.0,10.0,6.0,9.0,6.0,11.0,"0,920725"
23-oct-25,1457295,2,1,3,2,4,3,2,2,2,2,2,1,1,1,1,99,2,1,2,3,2,1,5,6,3,2,5.0,5.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,725553"
23-oct-25,1457296,17,2,3,4,2,4,4,5,6,1,4,6,10,2,7,99,9,8,8,8,7,1,10,10,3,3,4.0,5.0,0.0,8.0,8.0,6.0,10.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,5.0,8.0,0.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,2.0,7.0,99.0,1.0,1.0,4.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,667551"
23-oct-25,1457297,4,2,5,3,10,99,8,9,9,9,9,6,10,7,7,4,9,4,5,7,7,2,7,10,8,8,5.0,7.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,8.0,4.0,5.0,5.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,2.0,99.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,945666"
23-oct-25,1457298,19,2,3,4,8,9,8,8,8,8,7,4,8,4,2,3,9,1,4,4,6,2,9,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,5.0,2.0,5.0,5.0,8.0,6.0,2.0,7.0,2.0,4.0,6.0,8.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,8.0,8.0,9.0,6.0,12.0,"0,438961"
23-oct-25,1457299,12,1,4,4,7,7,7,7,5,5,5,0,5,2,4,0,2,0,2,0,0,0,5,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,2.0,0.0,5.0,6.0,5.0,6.0,3.0,3.0,5.0,0.0,5.0,4.0,1.0,5.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,"0,910157"
23-oct-25,1457300,3,1,2,1,6,4,4,4,4,4,4,1,99,2,3,5,4,0,1,2,3,1,2,5,3,0,2.0,0.0,9.0,0.0,4.0,4.0,10.0,9.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,2.0,0.0,4.0,1.0,1.0,0.0,4.0,4.0,6.0,4.0,0.0,1.0,5.0,7.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,748938"
23-oct-25,1457301,21,2,4,1,8,6,9,8,9,8,8,6,3,8,5,5,8,3,8,4,5,3,5,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,0.0,3.0,6.0,9.0,7.0,99.0,3.0,0.0,4.0,7.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,7.0,0.0,10.0,10.0,10.0,10.0,4.0,"0,224112"
23-oct-25,1457302,9,2,3,4,5,5,8,9,9,9,8,8,3,7,3,2,5,1,6,10,3,2,6,8,5,6,10.0,8.0,8.0,7.0,7.0,7.0,4.0,5.0,1.0,5.0,7.0,0.0,1.0,5.0,8.0,6.0,4.0,2.0,6.0,5.0,1.0,1.0,6.0,6.0,5.0,5.0,7.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,534908"
23-oct-25,1457303,2,2,5,1,5,7,5,8,8,6,9,6,8,4,99,99,8,5,4,6,99,7,7,10,99,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,8.0,8.0,5.0,6.0,10.0,10.0,99.0,99.0,4.0,99.0,5.0,6.0,99.0,9.0,99.0,0.0,99.0,8.0,99.0,6.0,8.0,6.0,9.0,7.0,5.0,"1,082927"
23-oct-25,1457304,20,1,3,2,6,6,6,6,7,6,6,6,7,3,5,3,6,3,5,4,5,3,6,6,5,7,10.0,8.0,10.0,6.0,3.0,2.0,4.0,1.0,7.0,3.0,1.0,2.0,4.0,5.0,6.0,5.0,4.0,1.0,6.0,2.0,5.0,99.0,3.0,6.0,5.0,5.0,5.0,99.0,0.0,2.0,3.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,813471"
23-oct-25,1457305,12,1,4,5,6,6,6,6,8,7,8,6,7,6,99,99,7,4,6,7,8,2,8,8,6,7,8.0,5.0,6.0,4.0,4.0,3.0,99.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,8.0,8.0,7.0,6.0,99.0,1.0,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,910157"
23-oct-25,1457306,7,2,3,4,7,7,7,7,7,7,7,2,4,6,6,2,6,6,2,2,3,4,3,7,4,7,14.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,0.0,3.0,5.0,6.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,99.0,2.0,5.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,605655"
23-oct-25,1457307,6,2,5,3,10,10,9,9,8,9,9,7,9,4,6,0,5,0,7,7,8,0,6,10,8,0,4.0,6.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,0.0,4.0,10.0,10.0,6.0,6.0,4.0,9.0,8.0,5.0,8.0,7.0,10.0,9.0,7.0,0.0,3.0,0.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,973094"
23-oct-25,1457308,2,1,1,5,0,0,0,0,0,0,0,99,0,0,3,99,5,0,5,0,0,0,4,5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,99.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,99.0,0.0,99.0,99.0,99.0,5.0,2.0,3.0,2.0,7.0,"1,236126"
23-oct-25,1457309,21,2,3,3,3,3,3,2,4,4,3,7,5,5,9,10,9,2,8,5,5,7,10,8,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,5.0,0.0,4.0,4.0,10.0,5.0,99.0,8.0,5.0,5.0,8.0,9.0,99.0,7.0,6.0,7.0,6.0,8.0,5.0,0.0,8.0,6.0,10.0,9.0,2.0,"0,209393"
23-oct-25,1457310,19,2,3,4,3,0,3,4,1,3,3,5,3,1,3,99,99,0,2,1,2,1,4,9,3,6,1.0,10.0,8.0,3.0,2.0,0.0,4.0,3.0,2.0,4.0,1.0,2.0,4.0,1.0,7.0,2.0,0.0,3.0,0.0,3.0,0.0,4.0,5.0,4.0,1.0,2.0,4.0,99.0,1.0,99.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,438961"
23-oct-25,1457311,14,2,5,3,10,99,9,9,9,10,10,8,9,9,7,6,10,8,7,8,8,4,7,5,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,9.0,9.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,10.0,8.0,9.0,8.0,6.0,8.0,9.0,8.0,8.0,9.0,8.0,10.0,9.0,5.0,"0,619155"
23-oct-25,1457312,14,1,4,4,10,10,9,9,9,10,10,7,9,6,4,6,9,2,9,7,8,1,9,10,8,8,7.0,6.0,8.0,8.0,10.0,9.0,9.0,7.0,8.0,8.0,5.0,5.0,4.0,9.0,8.0,7.0,6.0,6.0,8.0,8.0,7.0,6.0,99.0,5.0,6.0,9.0,6.0,99.0,4.0,2.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,760802"
23-oct-25,1457313,12,1,3,5,3,3,3,3,6,4,4,4,9,5,5,4,8,3,5,4,8,4,6,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,8.0,6.0,6.0,5.0,9.0,8.0,6.0,7.0,4.0,6.0,8.0,6.0,8.0,7.0,6.0,7.0,8.0,7.0,6.0,8.0,8.0,5.0,8.0,5.0,7.0,"0,844444"
23-oct-25,1457314,20,1,4,3,10,10,10,10,6,99,10,10,10,10,5,99,10,4,10,10,10,0,10,10,10,10,33.0,1.0,1.0,10.0,10.0,10.0,10.0,5.0,10.0,8.0,8.0,7.0,1.0,8.0,10.0,8.0,9.0,8.0,10.0,10.0,7.0,7.0,10.0,10.0,7.0,9.0,10.0,99.0,7.0,0.0,8.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,023298"
23-oct-25,1457315,4,1,4,1,8,8,8,8,9,9,9,7,10,7,8,8,10,6,8,8,8,5,8,9,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,8.0,1.0,5.0,10.0,10.0,10.0,99.0,99.0,99.0,9.0,9.0,8.0,8.0,8.0,99.0,99.0,99.0,99.0,99.0,99.0,9.0,7.0,8.0,7.0,1.0,"0,787242"
23-oct-25,1457316,4,2,2,4,6,9,7,9,4,8,10,5,8,1,8,99,99,0,8,9,5,2,9,10,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,8.0,8.0,99.0,7.0,99.0,99.0,10.0,99.0,2.0,99.0,7.0,7.0,8.0,7.0,9.0,8.0,3.0,8.0,99.0,99.0,10.0,7.0,10.0,6.0,5.0,"0,824643"
23-oct-25,1457317,4,1,5,1,6,6,7,7,5,8,8,3,8,2,7,3,3,2,2,9,7,1,4,7,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,6.0,0.0,3.0,6.0,7.0,8.0,3.0,4.0,2.0,1.0,7.0,2.0,2.0,9.0,5.0,8.0,8.0,8.0,8.0,7.0,7.0,4.0,8.0,6.0,8.0,"0,775247"
23-oct-25,1457318,3,1,4,3,10,10,10,10,10,99,10,5,10,6,8,7,9,3,6,7,6,7,7,10,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,8.0,4.0,7.0,5.0,10.0,10.0,4.0,4.0,0.0,5.0,7.0,7.0,6.0,10.0,8.0,6.0,8.0,9.0,9.0,7.0,10.0,10.0,10.0,10.0,7.0,"0,67857"
23-oct-25,1457319,2,1,3,3,5,6,6,8,6,7,8,5,6,4,2,2,99,6,3,5,6,4,8,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,5.0,4.0,4.0,4.0,6.0,5.0,99.0,99.0,4.0,4.0,5.0,6.0,99.0,6.0,99.0,7.0,7.0,6.0,99.0,99.0,9.0,8.0,9.0,9.0,5.0,"0,725553"
23-oct-25,1457320,18,1,2,3,10,10,10,10,10,10,10,5,5,6,5,4,10,4,10,5,8,5,10,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,7.0,4.0,6.0,6.0,7.0,6.0,3.0,7.0,4.0,6.0,5.0,6.0,6.0,7.0,8.0,5.0,5.0,8.0,7.0,4.0,7.0,6.0,8.0,8.0,2.0,"0,788119"
23-oct-25,1457321,4,2,4,2,7,7,8,8,5,5,5,4,4,2,0,0,6,0,3,2,2,0,4,6,6,5,8.0,3.0,4.0,3.0,4.0,4.0,4.0,10.0,3.0,3.0,2.0,0.0,3.0,5.0,6.0,5.0,6.0,7.0,3.0,2.0,3.0,1.0,3.0,6.0,4.0,4.0,6.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,873364"
23-oct-25,1457322,19,1,4,1,9,9,6,7,5,5,4,5,9,8,2,3,8,2,3,7,5,7,2,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,5.0,5.0,6.0,4.0,6.0,2.0,3.0,8.0,8.0,2.0,3.0,5.0,2.0,5.0,9.0,5.0,3.0,3.0,6.0,7.0,7.0,5.0,11.0,"0,533819"
23-oct-25,1457323,4,2,4,3,10,10,9,9,10,10,10,8,10,6,8,9,10,5,7,9,10,4,8,10,9,7,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,6.0,4.0,6.0,6.0,3.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,8.0,8.0,7.0,8.0,6.0,1.0,1.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,873364"
23-oct-25,1457324,6,2,3,1,3,4,4,4,1,1,1,5,9,1,4,1,6,0,2,2,5,1,7,9,6,7,10.0,5.0,7.0,3.0,5.0,4.0,8.0,8.0,6.0,6.0,6.0,2.0,1.0,8.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,6.0,7.0,6.0,5.0,3.0,3.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,683983"
23-oct-25,1457325,3,2,2,3,6,7,4,6,2,3,3,2,3,2,7,2,4,0,2,4,99,1,5,5,2,2,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,3.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,756138"
23-oct-25,1457326,12,1,2,3,10,10,7,8,9,9,9,9,8,9,4,7,10,8,10,99,10,0,9,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,8.0,9.0,10.0,7.0,9.0,99.0,8.0,9.0,8.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,9.0,10.0,99.0,9.0,10.0,10.0,9.0,9.0,9.0,"1,120383"
23-oct-25,1457327,9,2,3,5,8,8,9,9,10,10,10,9,10,8,10,9,10,8,8,8,9,7,9,10,8,9,6.0,9.0,9.0,6.0,6.0,5.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,6.0,9.0,8.0,7.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,534908"
23-oct-25,1457328,7,1,5,3,10,99,8,8,10,10,10,7,8,6,7,8,9,4,9,8,7,5,8,9,7,4,4.0,6.0,6.0,9.0,9.0,9.0,10.0,9.0,9.0,7.0,8.0,6.0,4.0,5.0,6.0,5.0,8.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,8.0,5.0,7.0,8.0,6.0,3.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,650533"
23-oct-25,1457329,13,2,4,3,9,9,8,8,9,9,9,8,9,8,99,99,8,0,8,4,4,2,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,9.0,9.0,0.0,8.0,9.0,8.0,99.0,99.0,99.0,8.0,99.0,9.0,9.0,8.0,99.0,7.0,8.0,9.0,99.0,9.0,8.0,8.0,99.0,8.0,99.0,1.0,"1,615297"
23-oct-25,1457330,14,2,3,2,0,0,4,4,1,1,1,0,2,0,0,0,0,0,0,0,5,0,7,0,0,7,4.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,4.0,0.0,4.0,5.0,0.0,4.0,3.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,397996"
23-oct-25,1457331,20,1,4,2,8,7,8,7,6,9,7,5,8,0,8,9,9,9,7,7,8,1,6,9,5,4,9.0,1.0,1.0,8.0,7.0,8.0,10.0,9.0,6.0,8.0,1.0,1.0,4.0,5.0,8.0,7.0,3.0,5.0,5.0,5.0,6.0,1.0,4.0,7.0,8.0,8.0,8.0,99.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,023298"
23-oct-25,1457332,13,2,2,4,4,2,4,2,0,0,0,0,2,2,0,0,2,0,99,0,6,0,7,5,4,3,26.0,7.0,5.0,5.0,7.0,4.0,8.0,10.0,4.0,2.0,2.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,6.0,3.0,0.0,4.0,0.0,5.0,5.0,5.0,2.0,99.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,761566"
23-oct-25,1457333,4,2,3,2,3,4,2,3,1,2,3,1,6,0,0,0,1,0,0,1,4,2,0,6,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,99.0,99.0,3.0,3.0,10.0,99.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,4.0,2.0,7.0,7.0,6.0,9.0,99.0,99.0,99.0,99.0,99.0,5.0,"0,83293"
23-oct-25,1457334,17,1,5,1,9,9,10,10,6,6,6,1,10,5,0,6,7,0,5,1,4,1,5,5,9,5,2.0,6.0,6.0,10.0,9.0,9.0,9.0,8.0,8.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,8.0,5.0,0.0,0.0,6.0,1.0,4.0,6.0,0.0,1.0,3.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,004695"
23-oct-25,1457335,14,2,3,1,8,10,7,10,3,6,9,3,7,4,4,3,6,1,5,4,5,3,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,7.0,1.0,6.0,7.0,7.0,6.0,2.0,6.0,6.0,3.0,5.0,8.0,4.0,6.0,5.0,7.0,6.0,6.0,5.0,2.0,5.0,4.0,6.0,6.0,9.0,"0,397996"
23-oct-25,1457336,6,2,4,1,7,8,9,9,10,8,8,8,10,8,10,10,10,8,9,10,10,7,10,10,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,99.0,10.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,10.0,8.0,10.0,9.0,2.0,"1,215465"
23-oct-25,1457337,17,1,4,4,6,6,7,7,7,7,7,6,7,6,6,5,6,3,5,5,5,2,6,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,3.0,2.0,5.0,7.0,7.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,3.0,5.0,6.0,5.0,6.0,4.0,5.0,"1,235885"
23-oct-25,1457338,20,1,5,3,9,9,9,8,8,8,8,8,9,6,6,99,7,5,7,5,5,4,9,8,6,8,5.0,7.0,7.0,7.0,5.0,9.0,6.0,5.0,8.0,5.0,6.0,3.0,5.0,5.0,8.0,7.0,5.0,6.0,7.0,3.0,7.0,4.0,5.0,7.0,4.0,7.0,6.0,99.0,3.0,3.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,706033"
23-oct-25,1457339,21,2,2,3,6,6,6,6,4,5,4,5,7,5,3,5,6,3,4,2,4,4,5,5,4,4,6.0,5.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,4.0,7.0,6.0,5.0,5.0,3.0,4.0,6.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,272866"
23-oct-25,1457340,17,2,2,1,5,5,3,2,1,1,1,0,6,4,3,3,7,2,4,2,0,1,8,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,5.0,5.0,5.0,0.0,6.0,6.0,99.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,4.0,7.0,5.0,4.0,0.0,5.0,"0,873497"
23-oct-25,1457341,2,2,3,5,10,10,6,8,5,5,5,5,8,4,8,9,8,4,5,4,5,4,7,10,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,6.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,9.0,7.0,7.0,7.0,6.0,7.0,6.0,9.0,"0,663513"
23-oct-25,1457342,13,1,2,3,1,1,0,0,6,0,0,0,0,5,8,7,7,0,7,6,7,0,4,9,0,6,4.0,5.0,8.0,3.0,2.0,2.0,7.0,9.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,0.0,9.0,9.0,3.0,3.0,6.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,877544"
23-oct-25,1457343,6,2,1,3,7,6,8,7,8,8,7,7,7,5,8,5,8,1,7,7,8,2,8,10,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,3.0,6.0,7.0,99.0,7.0,99.0,7.0,2.0,99.0,8.0,7.0,6.0,9.0,7.0,8.0,9.0,10.0,7.0,8.0,10.0,8.0,8.0,4.0,11.0,"0,931937"
23-oct-25,1457344,5,2,3,4,8,8,8,8,10,9,8,7,10,7,7,7,9,6,7,9,9,4,8,10,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,7.0,4.0,6.0,6.0,10.0,10.0,8.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,8.0,10.0,7.0,9.0,8.0,8.0,7.0,13.0,"0,912254"
23-oct-25,1457345,18,1,3,1,7,7,7,7,6,7,7,1,1,2,3,6,5,1,3,2,2,1,3,5,3,8,10.0,8.0,8.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,667482"
23-oct-25,1457346,19,2,4,3,7,9,8,10,2,6,8,2,10,2,5,3,5,0,9,6,9,2,10,10,8,7,16.0,4.0,0.0,2.0,10.0,2.0,10.0,10.0,10.0,9.0,8.0,2.0,3.0,1.0,10.0,10.0,1.0,1.0,10.0,9.0,4.0,2.0,10.0,10.0,10.0,10.0,7.0,2.0,2.0,1.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,472823"
